yyyy-mm-dd hh:mm:ss,temp_C,HR,pres_mbar,rain_mm/h,solarRad_W/m2,windSpeed_m/s,windGust_m/s
01-03-2018 08:00,12.6,92,972.3,0.7,0,26,41
01-03-2018 09:00,12.7,92,972.7,0.1,7,23.3,45.7
01-03-2018 10:00,13.3,91,973.7,0.3,49,30.1,45
01-03-2018 11:00,13.7,84,974.6,2.9,228,40.1,58.3
01-03-2018 12:00,13.5,84,976.3,4.6,281,41.1,72
01-03-2018 13:00,13.5,78,979.2,0.5,237,42.1,74.2
01-03-2018 14:00,13.4,73,981.5,0.4,371,41.6,76
01-03-2018 15:00,13.1,72,983.2,0,320,38.5,76
01-03-2018 16:00,12.9,72,985.4,0.5,281,37.3,71.6
01-03-2018 17:00,12.3,73,986.9,0.2,174,34.6,63.7
01-03-2018 18:00,11.9,72,988.5,0.1,54,28.9,61.2
01-03-2018 19:00,11.5,65,989.5,0,3,24.2,46.4
01-03-2018 20:00,11.1,66,990.5,0,0,22.8,39.2
01-03-2018 21:00,11,66,991.4,0,0,21.6,36.4
01-03-2018 22:00,11,67,991.6,0,0,21.5,33.1
01-03-2018 23:00,11.2,67,991.6,0,0,22.5,30.2
02-03-2018 00:00,11.2,71,991.7,0,0,22.2,31
02-03-2018 01:00,11,74,991,0,0,18.3,29.9
02-03-2018 02:00,10.5,80,989.9,1.1,0,16.9,27.7
02-03-2018 03:00,9.8,87,988.9,2.3,0,15.6,27.7
02-03-2018 04:00,9.8,89,987.6,0.4,0,19.3,28.4
02-03-2018 05:00,10.1,89,986.3,0.2,0,24.5,31
02-03-2018 06:00,10.5,90,985.4,0,0,27.2,36.4
02-03-2018 07:00,11.7,91,984.7,0.3,0,26.3,45.7
02-03-2018 08:00,12.5,92,984.5,0.3,5,30.1,51.1
02-03-2018 09:00,13.8,91,984.6,0,12,31,54
02-03-2018 10:00,15,88,984.3,0.2,111,34.6,61.9
02-03-2018 11:00,14.8,89,984.2,1.1,219,39.9,67
02-03-2018 12:00,15.7,87,984.1,0.5,137,44.8,72.4
02-03-2018 13:00,15.2,87,984.6,1,176,44,79.2
02-03-2018 14:00,15.3,81,984.7,0.5,404,47.5,77.8
02-03-2018 15:00,15.4,76,985,0,408,44.9,76.3
02-03-2018 16:00,15.1,77,985.7,0,333,46.1,77.4
02-03-2018 17:00,14.4,78,986.1,0.4,225,42.9,77.4
02-03-2018 18:00,13.7,79,987.1,0,60,36.7,76
02-03-2018 19:00,12.9,82,988.1,0,3,34.2,63
02-03-2018 20:00,12.8,81,989.2,0,0,32.7,57.6
02-03-2018 21:00,12.6,81,989.7,0,0,33.2,54
02-03-2018 22:00,12.3,83,990.3,0,0,35.4,57.6
02-03-2018 23:00,12.1,86,990.9,0.3,0,34.3,63.7
03-03-2018 00:00,12.1,87,991.1,0,0,32.7,61.2
03-03-2018 01:00,12.2,87,991.7,0,0,32.1,61.9
03-03-2018 02:00,12.3,85,992,0,0,32.2,58.7
03-03-2018 03:00,12.4,83,992,0.1,0,30.8,56.9
03-03-2018 04:00,12.6,81,991.9,0,0,29.1,52.6
03-03-2018 05:00,12.7,81,991.9,0,0,27.2,50.8
03-03-2018 06:00,12.7,80,991.9,0.1,0,24.9,51.5
03-03-2018 07:00,12.2,84,991.9,0.2,0,24,43.9
03-03-2018 08:00,12.1,87,992.3,0.4,5,25.2,45
03-03-2018 09:00,12.5,88,992.5,0.5,11,28.8,50.8
03-03-2018 10:00,12.5,89,992,0.8,2,24.8,58
03-03-2018 11:00,12.8,91,991.7,0.5,4,22.5,60.1
03-03-2018 12:00,13.3,91,990.6,0.5,9,21.9,59.8
03-03-2018 13:00,13.5,88,990.2,0.6,9,28.4,58
03-03-2018 14:00,13.8,89,989.5,1.3,101,31.8,63.7
03-03-2018 15:00,13.8,87,988.7,1.8,94,30.9,63.7
03-03-2018 16:00,13.3,90,988.5,1.1,20,30.8,59.8
03-03-2018 17:00,13.3,89,988.5,0.1,36,32.4,56.2
03-03-2018 18:00,13.3,89,988.6,0.9,13,29.3,56.2
03-03-2018 19:00,12.6,89,988.7,0.4,1,25,50.8
03-03-2018 20:00,12.5,88,988.9,0.3,0,18.9,43.6
03-03-2018 21:00,12.4,90,989,0.7,0,16.7,38.9
03-03-2018 22:00,12.1,93,989.6,1.2,0,15.5,35.3
03-03-2018 23:00,11.9,94,989.9,1.8,0,15.1,30.2
04-03-2018 00:00,11.7,92,990,1.7,0,13.7,31.3
04-03-2018 01:00,11.5,90,990.2,0.8,0,9.1,32
04-03-2018 02:00,11,88,990.1,0,0,7.8,23.8
04-03-2018 03:00,10.4,88,990.4,0,0,10.2,19.8
04-03-2018 04:00,9.7,90,990.4,0,0,9.7,19.1
04-03-2018 05:00,9.3,90,990.1,0,0,8.4,16.9
04-03-2018 06:00,8.9,91,991.3,0,0,11.3,15.8
04-03-2018 07:00,8.1,95,991.7,0,0,9.8,16.2
04-03-2018 08:00,9.4,91,992.1,0,21,5.5,13.7
04-03-2018 09:00,11.1,87,992.6,0,120,7.8,13.7
04-03-2018 10:00,12.5,74,992.8,0,244,19.5,24.5
04-03-2018 11:00,13,68,992.8,0,201,25.2,32.4
04-03-2018 12:00,13.4,66,992.3,0,168,27.6,42.8
04-03-2018 13:00,13.6,67,991.7,0.2,150,32.6,55.4
04-03-2018 14:00,13.1,76,990.7,1.6,43,34.5,61.6
04-03-2018 15:00,12,91,990.1,2.3,53,35.3,63.7
04-03-2018 16:00,12.3,92,989.7,0.2,220,32.6,59
04-03-2018 17:00,12.5,90,989.8,0.1,148,27.7,48.2
04-03-2018 18:00,11.9,86,990.1,0.5,56,28.7,54.4
04-03-2018 19:00,11.6,86,990.5,0,3,27.4,49.3
04-03-2018 20:00,11.5,85,991,0,0,24.9,46.1
04-03-2018 21:00,11.4,85,991.5,0.2,0,24.3,44.6
04-03-2018 22:00,10.9,86,991.8,0.2,0,27.3,45
04-03-2018 23:00,11,86,991.7,0.3,0,25.7,47.2
05-03-2018 00:00,11.4,85,991.5,0,0,27,51.8
05-03-2018 01:00,11.2,85,990.7,0.4,0,29.4,58.7
05-03-2018 02:00,11,87,989.7,0.2,0,31.6,62.3
05-03-2018 03:00,10.8,89,988.9,0.4,0,32.6,62.3
05-03-2018 04:00,10.7,88,988.1,0.5,0,33.8,60.5
05-03-2018 05:00,10.9,89,987.2,1,0,33.1,62.3
05-03-2018 06:00,11,89,987,1.5,0,39.6,66.6
05-03-2018 07:00,11,84,986.8,1.1,0,41.4,77
05-03-2018 08:00,10.9,84,986.6,0.8,17,41.2,81
05-03-2018 09:00,11.3,82,987.2,0.7,82,41.8,81
05-03-2018 10:00,11.6,84,988.3,0.4,233,44.8,76
05-03-2018 11:00,11.9,84,989.2,0.5,287,41.1,73.8
05-03-2018 12:00,12.6,80,990.4,0.2,345,39,72
05-03-2018 13:00,13.2,72,991.4,0,405,38.4,70.6
05-03-2018 14:00,13.5,68,992.2,0,443,37,69.5
05-03-2018 15:00,13.3,66,992.7,0.1,377,35.8,65.9
05-03-2018 16:00,13.4,64,993.9,0,325,34,60.8
05-03-2018 17:00,13.2,65,994.9,0,247,31.3,56.2
05-03-2018 18:00,12.6,68,995.5,0,60,28.7,50.4
05-03-2018 19:00,11.8,70,996.5,0,5,25.3,45.7
05-03-2018 20:00,11.5,71,996.8,0,0,22.1,39.6
05-03-2018 21:00,11.2,73,997.2,0,0,20.4,34.2
05-03-2018 22:00,11.1,74,997.6,0.1,0,20.7,35.3
05-03-2018 23:00,11.1,75,997,0.3,0,21.3,37.1
06-03-2018 00:00,11,77,997.4,0.2,0,21.7,40
06-03-2018 01:00,10.8,81,997.2,0.2,0,21.8,40
06-03-2018 02:00,10.9,83,996.8,0.2,0,24.8,41.4
06-03-2018 03:00,10.7,87,996.3,1,0,27.1,46.4
06-03-2018 04:00,10.7,87,995.8,0.2,0,26.2,46.4
06-03-2018 05:00,10.9,90,995.8,1,0,28.1,47.2
06-03-2018 06:00,10.6,90,995.9,1.2,0,25.5,47.5
06-03-2018 07:00,10.4,93,995.9,0.2,0,21.9,43.9
06-03-2018 08:00,10.5,93,996.4,0.2,7,18.5,37.1
06-03-2018 09:00,11,92,996.9,0.2,64,15.8,33.5
06-03-2018 10:00,11.8,89,997.5,0.1,161,15.7,33.5
06-03-2018 11:00,12.5,85,997.5,0.1,226,14.6,35.6
06-03-2018 12:00,13.1,79,997.5,0,260,15.5,37.4
06-03-2018 13:00,12.9,75,997.6,0.1,284,18.5,36.7
06-03-2018 14:00,12.8,69,997.7,0,240,21.3,34.9
06-03-2018 15:00,12.9,62,997.8,0,367,19.6,36
06-03-2018 16:00,12.9,59,997.9,0,316,20.4,36
06-03-2018 17:00,12.6,60,998.5,0,191,20.5,36.7
06-03-2018 18:00,12,63,999,0,81,19.1,35.3
06-03-2018 19:00,11.3,66,999.6,0,6,17.5,31
06-03-2018 20:00,10.5,71,1000.1,0,0,15.6,27.7
06-03-2018 21:00,10.1,74,1001.2,0,0,13.9,24.8
06-03-2018 22:00,9.7,76,1002.1,0,0,11.3,22
06-03-2018 23:00,9.4,79,1002.6,0,0,11.2,20.2
07-03-2018 00:00,8.9,81,1002.8,0,0,9.9,18.4
07-03-2018 01:00,8.5,84,1002.9,0,0,9.2,16.9
07-03-2018 02:00,8.9,82,1003,0,0,8.7,15.8
07-03-2018 03:00,9.6,79,1003,0,0,7.2,13
07-03-2018 04:00,9.5,82,1003,0,0,3.1,9.4
07-03-2018 05:00,7.9,88,1003,0,0,1.9,7.9
07-03-2018 06:00,6,92,1003.5,0,0,5.5,11.2
07-03-2018 07:00,6.5,91,1003.8,0,0,7.6,13
07-03-2018 08:00,7.9,88,1003.8,0,16,11.5,16.6
07-03-2018 09:00,10,80,1003.8,0,61,15.4,24.1
07-03-2018 10:00,11,69,1003.9,0,95,21.9,32.8
07-03-2018 11:00,11.6,65,1003.1,0,144,23.7,38.5
07-03-2018 12:00,12,62,1002.9,0,105,25,41
07-03-2018 13:00,12.3,59,1002,0,93,26.6,44.3
07-03-2018 14:00,12.5,57,1000.3,0,36,27.3,45.7
07-03-2018 15:00,12.3,61,999.1,0.6,7,25.3,47.2
07-03-2018 16:00,11.1,81,998.1,1.9,34,24.2,46.1
07-03-2018 17:00,10.4,86,997.1,2.3,0,26.3,47.2
07-03-2018 18:00,10.2,86,995.9,2.6,0,28.1,55.1
07-03-2018 19:00,10.4,87,995.2,2.5,0,29.5,49.7
07-03-2018 20:00,10.3,89,994.5,1.9,0,30.7,54
07-03-2018 21:00,10.7,91,994.2,1,0,26,51.5
07-03-2018 22:00,11.8,94,994.9,0.6,0,11.7,44.6
07-03-2018 23:00,12.7,96,995,0.2,0,7,36
08-03-2018 00:00,13.5,96,995.6,0,0,15.3,34.6
08-03-2018 01:00,13.9,95,996.1,0,0,17.8,34.9
08-03-2018 02:00,14.2,95,996.7,0.1,0,19.2,36.7
08-03-2018 03:00,14.2,94,996.7,0.3,0,20,37.8
08-03-2018 04:00,13.9,96,996.9,0.2,0,18.9,38.9
08-03-2018 05:00,13.9,95,997.1,0.2,0,17.2,37.4
08-03-2018 06:00,13.9,95,997.7,0,0,18.3,34.2
08-03-2018 07:00,13.6,94,998.2,0.1,0,19.2,29.9
08-03-2018 08:00,13.9,93,998.8,0.2,9,19.5,32
08-03-2018 09:00,14.5,93,999.5,0.1,58,20.5,32.4
08-03-2018 10:00,15.1,90,1000.2,0.4,206,19.1,38.5
08-03-2018 11:00,15.6,88,1000.6,0.2,206,19.7,40.3
08-03-2018 12:00,16,85,1001.2,0.3,244,23.2,44.3
08-03-2018 13:00,16.2,83,1001.3,0.2,146,24.7,43.6
08-03-2018 14:00,16.2,83,1001.5,0.3,201,26.3,44.3
08-03-2018 15:00,16.1,83,1001.6,0.1,186,26.4,44.3
08-03-2018 16:00,15.8,85,1001.9,0,68,23.9,40.3
08-03-2018 17:00,15.6,86,1002.2,0,128,19.3,33.1
08-03-2018 18:00,15,89,1002,0,72,17.5,29.9
08-03-2018 19:00,14.1,92,1002.7,0,5,18.4,29.2
08-03-2018 20:00,13.7,94,1002.9,0,0,19.7,29.9
08-03-2018 21:00,13.8,95,1003.4,0,0,21.6,33.1
08-03-2018 22:00,14,95,1003.3,0,0,26.1,37.8
08-03-2018 23:00,14.1,93,1003.2,0,0,27.2,41.4
09-03-2018 00:00,14.1,93,1002.3,0,0,28.4,45.4
09-03-2018 01:00,14,92,1002,0.5,0,30.6,52.6
09-03-2018 02:00,14,91,1000.8,1.3,0,32.4,55.1
09-03-2018 03:00,13.9,92,1000.1,1.7,0,33.8,59.4
09-03-2018 04:00,13.9,92,999.3,2.5,0,34.2,60.5
09-03-2018 05:00,14,93,999.1,2.6,0,33.6,60.1
09-03-2018 06:00,14.2,95,998.9,1.5,0,32.3,55.1
09-03-2018 07:00,14.6,96,998.7,0.9,0,30.7,52.6
09-03-2018 08:00,14.6,97,998.6,1.2,0,29.9,50.4
09-03-2018 09:00,14.5,98,998.4,1.4,0,29.2,48.6
09-03-2018 10:00,14.5,98,998.1,1.8,0,30.6,46.4
09-03-2018 11:00,14.9,97,997.6,3.4,25,28.5,47.5
09-03-2018 12:00,14.9,97,997.3,3,0,29,53.3
09-03-2018 13:00,14.9,95,996.7,0.6,5,34.5,56.9
09-03-2018 14:00,15.3,92,996.5,0,32,34.8,59
09-03-2018 15:00,15.7,90,996.1,0.3,85,32.4,58
09-03-2018 16:00,15.7,89,995.6,0.9,100,38.6,62.6
09-03-2018 17:00,15.1,92,995.6,1.6,7,37.2,67.3
09-03-2018 18:00,15,93,995.1,0.5,9,37.5,67.7
09-03-2018 19:00,14.6,92,995.3,1.7,1,37.4,67.7
09-03-2018 20:00,14.8,91,995.3,0.4,0,37.1,66.6
09-03-2018 21:00,15,90,995.3,0.2,0,37.2,64.8
09-03-2018 22:00,14.8,90,995.6,0.4,0,37.3,64.1
09-03-2018 23:00,14.5,91,995.6,0.7,0,36.9,64.8
10-03-2018 00:00,14.4,93,995.8,1.7,0,33.2,61.6
10-03-2018 01:00,14.3,93,995.9,0.4,0,27.4,57.6
10-03-2018 02:00,13.9,91,995.8,0.5,0,23.6,50.4
10-03-2018 03:00,13.7,90,995.8,0,0,22.7,41.4
10-03-2018 04:00,13.6,89,995.5,0,0,21.7,35.6
10-03-2018 05:00,13.3,88,995.5,0,0,22.2,37.4
10-03-2018 06:00,13.2,87,995.7,0,0,23.2,39.6
10-03-2018 07:00,13.2,80,995.9,0,0,22.1,37.8
10-03-2018 08:00,13.2,80,996.4,0,16,21.1,36
10-03-2018 09:00,13.7,77,996.7,0,71,21.2,36.7
10-03-2018 10:00,14.1,69,997.3,0,160,24.6,40.7
10-03-2018 11:00,14.7,66,997.2,0,358,25.2,49.3
10-03-2018 12:00,14.6,66,997,0.3,458,29,55.4
10-03-2018 13:00,14.8,65,997,0,364,32.1,61.6
10-03-2018 14:00,14.3,68,996.5,0.2,536,35.6,65.5
10-03-2018 15:00,14.6,62,995.8,0,427,38,67.3
10-03-2018 16:00,14.5,63,995.3,0,399,39.3,66.2
10-03-2018 17:00,13.7,68,995.1,0.9,191,39.7,70.6
10-03-2018 18:00,12,79,995.2,1,71,40,74.9
10-03-2018 19:00,11.8,85,995,0.3,4,36.8,68.8
10-03-2018 20:00,12,84,995.3,0,0,36.8,66.2
10-03-2018 21:00,11.8,83,995.2,0.3,0,37,67
10-03-2018 22:00,11.7,86,995.4,0.9,0,38.6,66.6
10-03-2018 23:00,11.9,86,995.5,0.2,0,40.5,68.8
11-03-2018 00:00,11.7,84,995.8,0.9,0,41,70.2
11-03-2018 01:00,11.7,84,996.5,0.2,0,40.4,72.7
11-03-2018 02:00,11.1,85,996.6,0.7,0,39.6,75.6
11-03-2018 03:00,11,85,996.5,0.5,0,36.9,75.2
11-03-2018 04:00,11.1,80,996.7,0.4,0,39,72.7
11-03-2018 05:00,10.9,79,996.9,0.6,0,39.4,70.6
11-03-2018 06:00,10.2,84,997.4,0.7,0,37.6,67.7
11-03-2018 07:00,11.1,75,998,0.7,0,38.5,67.7
11-03-2018 08:00,11,80,998.7,0.2,28,36.8,70.6
11-03-2018 09:00,11.1,78,999.2,0.7,145,38.5,69.8
11-03-2018 10:00,11.4,80,999.9,0.5,205,40.1,72
11-03-2018 11:00,11.9,81,1000.2,1.1,330,39.6,72.7
11-03-2018 12:00,12.3,79,1000.6,0.3,457,38.8,72.4
11-03-2018 13:00,12.9,75,1000.7,0.2,398,40.6,77
11-03-2018 14:00,13.2,70,1000.7,0.6,453,41.9,79.9
11-03-2018 15:00,13.3,69,1001.3,0.4,470,41.4,82.1
11-03-2018 16:00,12.9,68,1001.9,0.7,253,40.7,79.6
11-03-2018 17:00,13.1,66,1002.4,0,251,39.3,78.1
11-03-2018 18:00,12.3,70,1003.2,0.9,96,38.3,74.2
11-03-2018 19:00,11.6,78,1004,0.2,9,36.7,68
11-03-2018 20:00,11.9,74,1005.2,0,0,34.3,63.7
11-03-2018 21:00,11.9,74,1006.1,0,0,32.6,60.8
11-03-2018 22:00,11.9,74,1007.2,0,0,34.6,58
11-03-2018 23:00,12,74,1007.8,0,0,31.4,52.2
12-03-2018 00:00,11.8,75,1008.5,0,0,28.8,45.7
12-03-2018 01:00,11.7,76,1009,0,0,26.1,42.1
12-03-2018 02:00,11.6,76,1009.5,0,0,24.4,39.2
12-03-2018 03:00,11.4,77,1009.6,0,0,22.8,36.7
12-03-2018 04:00,11.3,77,1009.8,0,0,20.7,33.8
12-03-2018 05:00,11.2,78,1009.9,0,0,17.8,29.9
12-03-2018 06:00,11,80,1010.5,0,0,15.2,24.5
12-03-2018 07:00,10.7,80,1011,0,0,12,23.8
12-03-2018 08:00,10.9,82,1011.6,0,30,10.5,19.4
12-03-2018 09:00,12.5,74,1012.2,0,170,10.2,17.3
12-03-2018 10:00,13.5,66,1012.6,0,324,12.4,19.1
12-03-2018 11:00,14,63,1012.4,0,459,14.7,19.4
12-03-2018 12:00,14.3,61,1012.4,0,452,16.5,22.7
12-03-2018 13:00,14.4,62,1012,0,304,15,25.6
12-03-2018 14:00,14.3,62,1011.4,0,229,15.9,28.8
12-03-2018 15:00,14.2,63,1010.7,0,207,16.9,29.5
12-03-2018 16:00,14,63,1010.4,0,226,17.1,29.5
12-03-2018 17:00,13.7,66,1009.8,0,91,15.8,28.4
12-03-2018 18:00,13.3,71,1009.4,0,43,14.1,25.9
12-03-2018 19:00,12.4,79,1009.4,0,10,13,22.7
12-03-2018 20:00,11.9,83,1009.3,0,0,15.8,24.1
12-03-2018 21:00,11.9,86,1009.4,0,0,19.8,31
12-03-2018 22:00,12.3,88,1009,0,0,21,37.1
12-03-2018 23:00,12.6,91,1008.9,0,0,21.7,38.9
13-03-2018 00:00,13.1,93,1008.5,0,0,21.7,39.2
13-03-2018 01:00,13.6,93,1008.5,0,0,22.2,37.8
13-03-2018 02:00,13.8,93,1008,0,0,20.7,35.6
13-03-2018 03:00,13.7,92,1007.8,0,0,18.6,32.4
13-03-2018 04:00,13.5,90,1007.8,0,0,17.5,29.2
13-03-2018 05:00,13.4,90,1008.1,0,0,16.6,28.1
13-03-2018 06:00,13.1,93,1008.8,0,0,16,27.4
13-03-2018 07:00,12.9,94,1009.5,0,0,14.6,25.6
13-03-2018 08:00,13.3,93,1010,0,18,11.6,23.8
13-03-2018 09:00,14.2,87,1010.4,0,122,10.8,19.4
13-03-2018 10:00,14.8,83,1010.5,0,202,12.2,17.6
13-03-2018 11:00,15.4,77,1010.3,0,179,15.1,17.3
13-03-2018 12:00,15.7,76,1010.4,0,183,17.8,21.2
13-03-2018 13:00,15.8,75,1010.4,0,320,19.5,28.1
13-03-2018 14:00,15.8,75,1009.8,0,352,20,30.6
13-03-2018 15:00,15.7,77,1009.3,0,243,20.2,33.5
13-03-2018 16:00,15.5,79,1009,0,188,19.8,33.8
13-03-2018 17:00,15.2,83,1008.6,0,115,19.3,33.5
13-03-2018 18:00,14.6,89,1008.4,0,60,18.4,32.4
13-03-2018 19:00,14.1,91,1008.1,0,6,17.8,31
13-03-2018 20:00,13.9,92,1007.9,0,0,18.2,28.8
13-03-2018 21:00,13.9,92,1007.6,0,0,17.5,28.4
13-03-2018 22:00,13.9,92,1007.4,0,0,21.6,29.9
13-03-2018 23:00,13.9,92,1006.7,0,0,20.3,32
14-03-2018 00:00,13.8,93,1005.8,0,0,22.1,33.8
14-03-2018 01:00,13.8,93,1005,0.2,0,23.8,37.4
14-03-2018 02:00,14.1,93,1004.2,0.2,0,26.4,41.8
14-03-2018 03:00,14.3,92,1003.1,0,0,27.2,43.6
14-03-2018 04:00,14.2,94,1002.4,0,0,30.3,44.6
14-03-2018 05:00,14.3,94,1001.3,0.1,0,31.4,49.3
14-03-2018 06:00,14.3,95,1000.6,0.2,0,33.4,55.1
14-03-2018 07:00,14.5,92,1000.1,0.2,0,35,56.5
14-03-2018 08:00,14.5,92,999.4,0.4,0,38.8,63.7
14-03-2018 09:00,14.4,92,998.6,0.6,0,41.9,66.6
14-03-2018 10:00,14.4,92,997.9,0.5,4,46.8,71.3
14-03-2018 11:00,14.6,90,996.9,0.1,4,44.3,73.8
14-03-2018 12:00,15.1,88,996,0.5,37,46.2,86.8
14-03-2018 13:00,14.8,91,995.4,2.9,50,48.6,92.2
14-03-2018 14:00,13.8,91,995.2,2.3,70,41.4,83.9
14-03-2018 15:00,13.2,87,994.9,0.7,87,32.5,67
14-03-2018 16:00,12.9,84,994.8,0.2,56,31.4,55.4
14-03-2018 17:00,13,83,994.9,0,34,32.2,58.3
14-03-2018 18:00,12.6,83,994.6,0.2,33,34.4,62.3
14-03-2018 19:00,12.8,85,995.1,0.1,2,32.6,58.3
14-03-2018 20:00,12.5,84,995.4,0.4,0,34.5,62.3
14-03-2018 21:00,11.9,86,995.8,0.3,0,32.8,64.4
14-03-2018 22:00,12,85,995.8,0,0,30.5,61.6
14-03-2018 23:00,12.1,78,995.7,0,0,32.1,58.3
15-03-2018 00:00,12,73,995.7,0,0,31,50.8
15-03-2018 01:00,11.8,73,995.6,0,0,31.4,50.4
15-03-2018 02:00,11.9,74,995.8,0,0,30.7,51.8
15-03-2018 03:00,11.8,75,995.7,0.3,0,29.5,50.4
15-03-2018 04:00,11.3,78,995.5,0.3,0,29.6,49.3
15-03-2018 05:00,11.1,80,995.8,0.2,0,27.8,48.6
15-03-2018 06:00,11,80,995.7,0.2,0,27.7,47.2
15-03-2018 07:00,11.1,75,996.3,0.3,0,28.1,47.5
15-03-2018 08:00,11,77,996.7,0.3,32,27.7,49.7
15-03-2018 09:00,11.5,79,997.4,0.2,99,27,51.8
15-03-2018 10:00,12,78,998,0.2,141,26.3,54
15-03-2018 11:00,12.6,75,998,0.3,316,28.3,57.2
15-03-2018 12:00,12.9,74,998.4,1.1,457,30.1,58.3
15-03-2018 13:00,13.1,74,998.8,0.1,437,32.4,58.7
15-03-2018 14:00,13.3,72,998.9,1.1,487,30.2,56.5
15-03-2018 15:00,12.6,72,999,0.8,427,29.3,56.9
15-03-2018 16:00,12.8,71,999,0,399,25.1,54
15-03-2018 17:00,12.6,68,999.4,0.1,264,23.9,49
15-03-2018 18:00,12.1,69,999.7,0,103,23.2,45.4
15-03-2018 19:00,11.5,74,1000.4,0,11,20.8,37.8
15-03-2018 20:00,11.1,75,1000.8,0,0,20,33.1
15-03-2018 21:00,10.7,77,1001.2,0,0,18.3,31
15-03-2018 22:00,10.4,78,1001.7,0,0,18.3,28.1
15-03-2018 23:00,10.4,78,1001.5,0,0,17.3,25.9
16-03-2018 00:00,10.3,78,1001.4,0,0,17,27.4
16-03-2018 01:00,10.1,78,1001.5,0.3,0,17.4,29.5
16-03-2018 02:00,9.8,80,1001.2,0.3,0,17.2,30.6
16-03-2018 03:00,9.5,83,1001.2,0.1,0,16.7,30.2
16-03-2018 04:00,9.2,85,1000.9,0.2,0,18.4,31.3
16-03-2018 05:00,9.2,85,1001,0.1,0,19,31
16-03-2018 06:00,9,85,1001.5,1.1,0,20.6,36
16-03-2018 07:00,8.7,85,1002,0.5,0,17.2,37.4
16-03-2018 08:00,9.3,82,1002.2,0.3,33,16.6,34.2
16-03-2018 09:00,10.5,80,1002.8,0.2,159,17.6,40
16-03-2018 10:00,11.4,79,1003.2,0.4,234,20.6,43.2
16-03-2018 11:00,11.9,78,1003.1,1,286,22.9,45
16-03-2018 12:00,12.5,76,1003.5,0.1,435,24.2,47.9
16-03-2018 13:00,12.7,76,1003.3,0.1,493,23.9,46.8
16-03-2018 14:00,12.9,74,1002.8,0,514,24.8,44.3
16-03-2018 15:00,12.8,71,1002.4,0,343,24.7,42.1
16-03-2018 16:00,12.6,68,1002.7,0.1,300,25.6,44.3
16-03-2018 17:00,12.5,66,1002.6,0.2,210,25.3,45
16-03-2018 18:00,12.1,68,1002.9,0,92,22.7,47.2
16-03-2018 19:00,11.6,67,1003.1,0,12,20.8,37.4
16-03-2018 20:00,11.3,69,1003.3,0,0,21.4,34.6
16-03-2018 21:00,11.3,69,1003.4,0,0,21,35.3
16-03-2018 22:00,11.2,70,1003.2,0,0,20.8,35.6
16-03-2018 23:00,11.1,72,1002.3,0,0,22.3,39.6
17-03-2018 00:00,11.2,73,1002.1,0,0,25.8,42.8
17-03-2018 01:00,11.5,71,1001.7,0,0,26.8,47.2
17-03-2018 02:00,11.7,69,1001,0,0,30.6,47.5
17-03-2018 03:00,11.4,74,999.8,0.8,0,31.4,50.8
17-03-2018 04:00,11.1,81,998.5,1.4,0,32,52.6
17-03-2018 05:00,10.9,87,997.7,0.9,0,40.8,58.7
17-03-2018 06:00,11.2,86,997.1,1.1,0,45.4,67.3
17-03-2018 07:00,12,88,996.8,2,0,43.3,76.3
17-03-2018 08:00,12,91,997,1.6,2,36.1,71.3
17-03-2018 09:00,12.2,92,997.7,0.5,1,30.3,65.2
17-03-2018 10:00,12.2,90,998.6,0.2,6,24.8,54.7
17-03-2018 11:00,12.2,88,998.3,0.3,1,19.3,45
17-03-2018 12:00,12.3,86,998.1,0.6,10,14.5,32.8
17-03-2018 13:00,12.1,87,997.9,1.1,0,10.5,25.2
17-03-2018 14:00,12,87,997.1,1.2,0,9.7,19.8
17-03-2018 15:00,11.9,85,995.9,0.9,1,11.9,14.8
17-03-2018 16:00,11.5,84,995.3,0.6,0,13.7,13.7
17-03-2018 17:00,11.1,85,995.4,0.3,1,11.6,15.8
17-03-2018 18:00,10.7,83,995.3,0,0,8.4,16.9
17-03-2018 19:00,10.3,81,996.2,0,1,5,13.3
17-03-2018 20:00,10.2,80,996.7,0,0,4.4,9.4
17-03-2018 21:00,10,82,997.3,0.1,0,5.8,14.8
17-03-2018 22:00,10,82,997.3,0,0,4,11.9
17-03-2018 23:00,10,82,997.9,0,0,3.9,12.2
18-03-2018 00:00,10,81,997.8,0,0,5.4,16.6
18-03-2018 01:00,9.9,80,997.6,0.5,0,6.6,17.3
18-03-2018 02:00,9.6,82,997.5,0.4,0,6.2,19.1
18-03-2018 03:00,9.4,81,997.7,0.3,0,7.1,14
18-03-2018 04:00,9.3,82,997.6,0.1,0,6.6,14
18-03-2018 05:00,9.2,81,998.1,0,0,7.3,13.3
18-03-2018 06:00,9.2,81,999,0,0,8.8,11.9
18-03-2018 07:00,9.5,87,999.7,0,0,10.1,16.2
18-03-2018 08:00,10,85,1001,0,21,12.9,19.4
18-03-2018 09:00,10.8,78,1002.1,0,51,15.8,24.5
18-03-2018 10:00,11.7,72,1003.1,0,142,15.6,32
18-03-2018 11:00,12.1,69,1003.7,0,262,18.2,37.8
18-03-2018 12:00,12.6,66,1004,0,370,20.7,40
18-03-2018 13:00,13.2,63,1004.4,0,401,22.4,41.4
18-03-2018 14:00,13.3,62,1004.8,0,329,24.2,42.5
18-03-2018 15:00,13.4,62,1005.3,0,349,25,42.8
