yyyy-mm-dd hh:mm:ss,temp_C,HR,pres_mbar,rain_mm/h,solarRad_W/m2,windSpeed_m/s,windGust_m/s
01-01-2017 00:00,7.4,92,1020,0,0,8.4,15.1
01-01-2017 01:00,7.3,92,1019.6,0,0,8.3,15.5
01-01-2017 02:00,7,92,1018.9,0,0,7.9,15.5
01-01-2017 03:00,6.8,92,1018.9,0,0,7.9,15.8
01-01-2017 04:00,6.1,94,1018.6,0,0,7.6,16.6
01-01-2017 05:00,5.7,95,1018.4,0,0,7.2,16.2
01-01-2017 06:00,5.5,95,1018.1,0,0,9,15.8
01-01-2017 07:00,5.9,95,1017.8,0,0,10.5,18
01-01-2017 08:00,6.1,94,1018,0,0,11.6,19.1
01-01-2017 09:00,6.9,93,1017.8,0,16,11.9,20.5
01-01-2017 10:00,9.1,86,1017.7,0,101,12.2,21.2
01-01-2017 11:00,10.8,81,1017.4,0,160,14,22
01-01-2017 12:00,12.4,76,1016.5,0,219,15.1,23.4
01-01-2017 13:00,13.3,73,1015.4,0,180,15.8,24.5
01-01-2017 14:00,13.7,71,1014.4,0,113,17.4,25.6
01-01-2017 15:00,13.9,70,1013.6,0,89,18.3,25.6
01-01-2017 16:00,13.8,70,1013.1,0,59,16.8,25.2
01-01-2017 17:00,13.4,73,1013,0,31,16.1,23.8
01-01-2017 18:00,12.9,75,1012.4,0,0,16.3,23
01-01-2017 19:00,12.6,78,1011.9,0.1,0,17.1,26.3
01-01-2017 20:00,12.4,79,1011.3,0.1,0,18.3,27.7
01-01-2017 21:00,12.3,79,1010.7,0,0,19.8,30.6
01-01-2017 22:00,12.1,81,1010.1,0,0,22.3,33.8
01-01-2017 23:00,12,85,1009.3,0,0,25,38.5
02-01-2017 00:00,11.7,88,1008.3,0,0,27.4,41.8
02-01-2017 01:00,11.4,89,1007.5,0,0,28,43.2
02-01-2017 02:00,11.4,88,1006.5,0,0,28.3,45
02-01-2017 03:00,11.5,89,1005.9,0.1,0,29.6,47.2
02-01-2017 04:00,11.7,88,1005.3,0.4,0,30.3,50.4
02-01-2017 05:00,11.9,89,1004.6,0.9,0,32.2,55.1
02-01-2017 06:00,12.1,88,1003.9,1,0,34,56.9
02-01-2017 07:00,12.5,87,1003.7,0.5,0,33.2,56.5
02-01-2017 08:00,12.9,86,1003.8,0.1,0,34.9,56.2
02-01-2017 09:00,13.4,83,1003.9,0.1,6,34.7,58
02-01-2017 10:00,13.9,80,1004.9,0.8,8,35.9,58.7
02-01-2017 11:00,14.2,80,1005.2,1,12,36.3,61.9
02-01-2017 12:00,14.4,82,1004.7,1.6,2,37.8,67
02-01-2017 13:00,14.1,86,1004.1,1.7,1,37,62.6
02-01-2017 14:00,13.8,87,1003.7,2,0,39.2,68.4
02-01-2017 15:00,13.9,87,1003.7,1.9,10,40.2,68.8
02-01-2017 16:00,13.9,88,1003.7,1.9,2,38.4,69.1
02-01-2017 17:00,13.9,88,1004,1.7,6,36.7,68.4
02-01-2017 18:00,13.9,89,1004.3,1.8,0,32.6,65.5
02-01-2017 19:00,14,91,1005.1,3.3,0,31.1,57.2
02-01-2017 20:00,14,92,1005.9,3.2,0,28.1,53.3
02-01-2017 21:00,14.2,92,1006.5,2.5,0,27.3,48.6
02-01-2017 22:00,14.2,92,1007.5,2.1,0,25.6,45.4
02-01-2017 23:00,14.3,92,1007.9,0.1,0,26.3,42.8
03-01-2017 00:00,14.3,93,1008.1,0,0,26.1,41.4
03-01-2017 01:00,14.2,94,1008.1,0,0,25.1,39.2
03-01-2017 02:00,14.3,93,1008.2,0,0,23.1,36.7
03-01-2017 03:00,14.3,92,1008.7,0.1,0,22,35.3
03-01-2017 04:00,14.1,93,1009.1,0.2,0,20.3,34.6
03-01-2017 05:00,14.2,93,1009.3,0.2,0,18.2,32
03-01-2017 06:00,14.2,92,1010,0.2,0,16.6,28.8
03-01-2017 07:00,14.2,93,1010.6,0.6,0,16.3,27
03-01-2017 08:00,14.3,92,1011.6,0.5,0,15.5,25.9
03-01-2017 09:00,14.5,93,1012.6,0.4,13,14.9,25.9
03-01-2017 10:00,15,92,1013.9,0.3,30,16.1,26.3
03-01-2017 11:00,15.2,90,1014.6,0.3,42,15.1,25.9
03-01-2017 12:00,15.3,90,1014.4,0.4,44,16.5,26.6
03-01-2017 13:00,15.5,89,1014.4,0.2,35,18.1,28.8
03-01-2017 14:00,15.3,90,1014.1,0.5,39,19.2,29.9
03-01-2017 15:00,15.7,87,1014.3,0,150,17.8,28.8
03-01-2017 16:00,15.5,88,1014.5,0,57,17,28.4
03-01-2017 17:00,15.1,91,1014.8,0,19,15.5,25.9
03-01-2017 18:00,14.5,93,1015.5,0,0,14,23
03-01-2017 19:00,14.8,91,1015.9,0,0,11.7,21.6
03-01-2017 20:00,14.5,92,1016.3,0,0,11.3,17.6
03-01-2017 21:00,14.3,92,1016.6,0,0,11.7,17.6
03-01-2017 22:00,14.1,93,1017.3,0.2,0,11,17.6
03-01-2017 23:00,13.9,93,1017.8,0.1,0,10.3,16.9
04-01-2017 00:00,13.8,93,1017.6,0,0,10.5,16.2
04-01-2017 01:00,13.5,94,1017.6,0,0,10.7,15.8
04-01-2017 02:00,13.3,94,1017.6,0,0,10.5,15.8
04-01-2017 03:00,13.2,94,1017.6,0,0,10.3,16.2
04-01-2017 04:00,13.1,94,1017.8,0,0,10.3,16.2
04-01-2017 05:00,12.9,95,1017.6,0.1,0,10.3,15.8
04-01-2017 06:00,12.8,95,1017.8,0.3,0,10.3,15.8
04-01-2017 07:00,12.7,96,1018,0,0,10.5,15.8
04-01-2017 08:00,12.6,96,1018.5,0,0,10.8,16.6
04-01-2017 09:00,12.9,96,1018.7,0,22,11.6,18
04-01-2017 10:00,13.9,94,1019.5,0,87,12.6,20.5
04-01-2017 11:00,14.9,90,1019.8,0,124,13.7,23
04-01-2017 12:00,15.7,86,1019.1,0,192,13.9,23.8
04-01-2017 13:00,16.3,82,1018.6,0,241,13,22.3
04-01-2017 14:00,16.5,80,1018.1,0,169,12.4,22
04-01-2017 15:00,16.5,80,1018.1,0,196,12,20.5
04-01-2017 16:00,16.3,82,1018.2,0,100,10.5,18.7
04-01-2017 17:00,15.7,87,1018.5,0,41,8.8,15.5
04-01-2017 18:00,14.8,92,1018.7,0,2,7.6,11.9
04-01-2017 19:00,13.5,96,1018.8,0,0,8,11.2
04-01-2017 20:00,13.3,96,1018.8,0,0,8.8,10.4
04-01-2017 21:00,13.5,96,1018.6,0,0,7.5,10.1
04-01-2017 22:00,13.3,97,1018.8,0,0,6.8,9.7
04-01-2017 23:00,11.3,100,1019,0,0,5.9,9
05-01-2017 00:00,10.7,100,1018.7,0,0,5.5,10.1
05-01-2017 01:00,10.7,100,1018.5,0,0,5.2,11.9
05-01-2017 02:00,10.8,100,1018.3,0,0,5.1,12.2
05-01-2017 03:00,10.7,100,1018.2,0,0,4.7,12.6
05-01-2017 04:00,10.5,100,1017.9,0,0,4.3,12.2
05-01-2017 05:00,10.2,100,1017.5,0,0,3.3,11.9
05-01-2017 06:00,9.9,99,1017.5,0,0,2.5,10.8
05-01-2017 07:00,9.5,99,1017.3,0,0,3.3,9.4
05-01-2017 08:00,9.5,99,1017.5,0,0,4.9,11.5
05-01-2017 09:00,9.8,98,1017.9,0,7,5.7,13.3
05-01-2017 10:00,10.6,97,1018.5,0,24,6.4,13.7
05-01-2017 11:00,11.4,98,1018.5,0,53,5.8,13.3
05-01-2017 12:00,12.1,95,1018.3,0,64,4.2,12.6
05-01-2017 13:00,13.5,89,1017.6,0,87,2.1,10.8
05-01-2017 14:00,14.3,87,1017,0,143,2.5,10.1
05-01-2017 15:00,14.9,83,1016.8,0,159,4.3,13
05-01-2017 16:00,15.1,81,1016.8,0,119,5.8,15.1
05-01-2017 17:00,14.7,84,1016.9,0,29,5.4,15.8
05-01-2017 18:00,13.9,87,1017.3,0,1,6.6,16.6
05-01-2017 19:00,13.4,87,1016.9,0,0,7.3,11.5
05-01-2017 20:00,12.7,89,1017,0,0,7.3,11.9
05-01-2017 21:00,12,92,1016.9,0,0,8.2,13.3
05-01-2017 22:00,11.5,93,1017.3,0,0,7.8,14.8
05-01-2017 23:00,11,94,1016.9,0,0,7.8,16.2
06-01-2017 00:00,10.7,94,1017.3,0,0,7.4,17.3
06-01-2017 01:00,10.4,95,1017.1,0,0,7.1,17.3
06-01-2017 02:00,9.9,95,1017.3,0,0,7,16.6
06-01-2017 03:00,9.5,95,1017.3,0,0,7.9,15.8
06-01-2017 04:00,9.1,95,1017.5,0,0,9.3,16.2
06-01-2017 05:00,8.8,95,1017.2,0,0,10.5,18.7
06-01-2017 06:00,8.4,94,1017.3,0,0,10.8,19.8
06-01-2017 07:00,8.4,97,1017.6,0,0,11.1,20.2
06-01-2017 08:00,8.3,96,1017.8,0,0,11.8,21.2
06-01-2017 09:00,8.3,94,1018.3,0,10,12.6,22.3
06-01-2017 10:00,9.1,91,1019.1,0,50,11.1,23
06-01-2017 11:00,10.7,85,1018.7,0,147,11.4,23
06-01-2017 12:00,12.2,79,1018.4,0,325,11.3,22.3
06-01-2017 13:00,13.4,74,1017.7,0,379,11.1,21.2
06-01-2017 14:00,14.3,70,1017.3,0,384,10.5,19.4
06-01-2017 15:00,14.8,67,1017,0,315,10.1,18.4
06-01-2017 16:00,14.9,66,1017.2,0,209,9.4,17.6
06-01-2017 17:00,14.3,70,1017.6,0,81,6.5,16.2
06-01-2017 18:00,13.2,76,1017.8,0,4,8.7,12.6
06-01-2017 19:00,11.6,84,1018.1,0,0,8.7,14.8
06-01-2017 20:00,10.6,87,1018.5,0,0,8.7,14.4
06-01-2017 21:00,10,87,1018.7,0,0,8.8,15.1
06-01-2017 22:00,9.7,88,1019.1,0,0,9.5,15.8
06-01-2017 23:00,9.4,89,1019.6,0,0,9.9,16.6
07-01-2017 00:00,9.1,89,1019.4,0,0,10,17.3
07-01-2017 01:00,8.8,89,1019.4,0,0,10.2,18
07-01-2017 02:00,8.5,90,1019.1,0,0,9.9,18.7
07-01-2017 03:00,8.2,90,1019.1,0,0,9.3,18.4
07-01-2017 04:00,8,91,1019.3,0,0,9.2,17.3
07-01-2017 05:00,7.7,91,1019.1,0,0,10.2,18
07-01-2017 06:00,7.4,90,1019.6,0,0,10.8,18.7
07-01-2017 07:00,7.2,89,1019.7,0,0,11.4,19.1
07-01-2017 08:00,7,89,1020.5,0,0,11.4,19.8
07-01-2017 09:00,7.4,87,1020.9,0,36,12.4,21.2
07-01-2017 10:00,9.1,82,1021.7,0,154,11.7,21.6
07-01-2017 11:00,10.9,78,1021.7,0,279,11.3,21.2
07-01-2017 12:00,12.7,73,1021.1,0,369,10.8,20.9
07-01-2017 13:00,13.9,70,1020.1,0,409,9.3,19.4
07-01-2017 14:00,14.7,68,1019.8,0,389,7.4,16.6
07-01-2017 15:00,15,67,1019.8,0,319,5.5,13.7
07-01-2017 16:00,15,67,1020,0,213,5.1,11.2
07-01-2017 17:00,14.2,72,1020.1,0,83,5.5,10.1
07-01-2017 18:00,12.8,77,1020.2,0,4,8.1,12.6
07-01-2017 19:00,11.5,79,1020.3,0,0,8.8,15.8
07-01-2017 20:00,10.7,80,1020.6,0,0,9.7,15.5
07-01-2017 21:00,10,80,1020.6,0,0,10.2,15.8
07-01-2017 22:00,9.4,80,1021,0,0,8.4,16.9
07-01-2017 23:00,8.8,80,1020.8,0,0,9.7,18.4
08-01-2017 00:00,8.4,80,1020.7,0,0,10.2,19.1
08-01-2017 01:00,8,81,1020.3,0,0,11,19.1
08-01-2017 02:00,7.6,82,1020.2,0,0,11,19.4
08-01-2017 03:00,7.2,83,1020,0,0,10.9,20.2
08-01-2017 04:00,7,84,1020.1,0,0,11,20.2
08-01-2017 05:00,6.7,85,1020.1,0,0,10.8,19.8
08-01-2017 06:00,6.4,86,1020.1,0,0,11,19.4
08-01-2017 07:00,6.2,87,1020.3,0,0,11,19.4
08-01-2017 08:00,6,88,1020.8,0,0,11.5,20.2
08-01-2017 09:00,6.3,86,1021.1,0,39,12.2,21.2
08-01-2017 10:00,8,81,1022,0,160,10.6,21.6
08-01-2017 11:00,9.8,77,1022.2,0,289,9.6,20.5
08-01-2017 12:00,11.4,73,1021.6,0,382,9.2,19.8
08-01-2017 13:00,12.6,68,1020.8,0,423,9.5,19.1
08-01-2017 14:00,13.4,63,1019.9,0,407,9.8,18
08-01-2017 15:00,13.7,60,1019.9,0,337,10.9,18.4
08-01-2017 16:00,13.7,59,1019.8,0,223,12.5,20.2
08-01-2017 17:00,12.8,65,1020,0,89,11.3,20.9
08-01-2017 18:00,11.6,69,1019.8,0,5,12.4,20.9
08-01-2017 19:00,10.7,72,1019.9,0,0,13.2,21.6
08-01-2017 20:00,10,75,1019.9,0,0,13.2,22
08-01-2017 21:00,9.4,77,1020.1,0,0,13.2,22
08-01-2017 22:00,8.9,78,1020.1,0,0,12.1,22
08-01-2017 23:00,8.5,78,1019.9,0,0,12,22
09-01-2017 00:00,8.1,79,1019.8,0,0,11.7,22
09-01-2017 01:00,7.7,80,1019.4,0,0,11.6,21.2
09-01-2017 02:00,7.3,82,1019.2,0,0,11.5,20.2
09-01-2017 03:00,6.9,84,1019.2,0,0,11.5,19.1
09-01-2017 04:00,6.5,84,1019.2,0,0,12.2,18.7
09-01-2017 05:00,6.1,85,1018.7,0,0,12.6,18.7
09-01-2017 06:00,5.7,86,1018.8,0,0,13,19.1
09-01-2017 07:00,5.9,86,1019.1,0,0,13,22.3
09-01-2017 08:00,5.6,87,1019.2,0,0,13.1,21.2
09-01-2017 09:00,6.3,85,1020.1,0,39,13.7,21.2
09-01-2017 10:00,8.6,74,1020.8,0,159,12.6,22.7
09-01-2017 11:00,10.3,65,1020.9,0,286,11.1,22.3
09-01-2017 12:00,11.8,60,1019.9,0,377,9.4,21.2
09-01-2017 13:00,13,57,1019.4,0,418,9.2,19.8
09-01-2017 14:00,14.1,55,1018.8,0,403,13,21.6
09-01-2017 15:00,14.7,55,1018.8,0,334,14.4,24.1
09-01-2017 16:00,14.7,58,1018.3,0,222,14.4,24.8
09-01-2017 17:00,13.7,65,1018.6,0,89,15.5,25.9
09-01-2017 18:00,12.4,71,1019,0,5,18.4,29.5
09-01-2017 19:00,11.6,73,1019.1,0,0,18,29.9
09-01-2017 20:00,10.8,75,1019,0,0,19.1,29.9
09-01-2017 21:00,10.4,77,1019,0,0,17.3,30.6
09-01-2017 22:00,10,79,1019.1,0,0,16,28.4
09-01-2017 23:00,9.7,81,1018.8,0,0,16,27
10-01-2017 00:00,9.6,83,1019.1,0,0,18.1,28.8
10-01-2017 01:00,9.7,85,1018.9,0,0,22.1,32.4
10-01-2017 02:00,9.8,88,1018.7,0,0,21.8,33.1
10-01-2017 03:00,10.1,90,1018.1,0,0,22.7,37.8
10-01-2017 04:00,10.4,90,1018,0,0,23.7,39.2
10-01-2017 05:00,10.5,89,1017.7,0,0,25,37.8
10-01-2017 06:00,10.7,89,1017.4,0,0,26.1,40.7
10-01-2017 07:00,11.1,87,1017.7,0,0,27,42.5
10-01-2017 08:00,11.3,88,1017.8,0,0,27.9,45.4
10-01-2017 09:00,11.7,85,1018.1,0,19,27.5,45
10-01-2017 10:00,12.9,81,1018.7,0,65,25.6,44.6
10-01-2017 11:00,14.1,77,1018,0,152,28.7,45.7
10-01-2017 12:00,15.2,70,1017.4,0,182,32.7,55.1
10-01-2017 13:00,15.3,71,1016.3,0,128,31.1,56.2
10-01-2017 14:00,15.1,68,1015.4,0,196,31.2,51.8
10-01-2017 15:00,14.6,69,1015.2,0,51,31.2,52.9
10-01-2017 16:00,14,71,1015.4,0,27,30.7,52.9
10-01-2017 17:00,13.4,73,1015.5,0,25,30.8,55.1
10-01-2017 18:00,12.6,75,1016,0,3,31.7,54
10-01-2017 19:00,12.6,80,1016.1,0,0,31.3,51.5
10-01-2017 20:00,12.4,80,1015.6,0,0,29.9,50
10-01-2017 21:00,12.1,81,1016,0,0,29.2,48.6
10-01-2017 22:00,11.9,82,1015.7,0,0,27,47.2
10-01-2017 23:00,11.7,83,1015.9,0,0,27.1,46.1
11-01-2017 00:00,11.5,84,1016,0,0,28.4,46.1
11-01-2017 01:00,11.3,85,1015.9,0,0,28.8,46.1
11-01-2017 02:00,11,87,1015.3,0,0,27.7,44.3
11-01-2017 03:00,10.8,87,1015.1,0,0,27,42.8
11-01-2017 04:00,10.6,87,1015.5,0,0,26.4,42.1
11-01-2017 05:00,10.3,88,1015.5,0,0,25.3,40.7
11-01-2017 06:00,10.2,88,1015.8,0,0,26,39.2
11-01-2017 07:00,10.6,88,1016,0,0,25.7,41.8
11-01-2017 08:00,10.4,89,1016.6,0,0,24.8,41
11-01-2017 09:00,10.8,88,1017.4,0,33,23.8,39.6
11-01-2017 10:00,11.9,82,1018,0,147,23.2,37.4
11-01-2017 11:00,13.3,76,1017.9,0,268,20.9,36.4
11-01-2017 12:00,14.7,71,1017.7,0,360,18.7,33.5
11-01-2017 13:00,15.9,68,1017,0,409,16.8,29.9
11-01-2017 14:00,16.8,66,1016.7,0,391,14.9,26.6
11-01-2017 15:00,17.3,65,1016.8,0,331,14,24.8
11-01-2017 16:00,17.2,67,1017,0,218,12.4,23.8
11-01-2017 17:00,16.4,73,1017.3,0,88,10.9,22
11-01-2017 18:00,14.9,79,1017.6,0,6,10.4,19.1
11-01-2017 19:00,14,84,1017.9,0,0,9.8,15.8
11-01-2017 20:00,12.9,89,1018.1,0,0,10.8,15.8
11-01-2017 21:00,12.3,91,1018.7,0,0,11.2,17.3
11-01-2017 22:00,11.8,93,1018.7,0,0,10.2,17.3
11-01-2017 23:00,11.2,95,1018.6,0,0,9.5,16.9
12-01-2017 00:00,10.9,95,1018.8,0,0,9,17.6
12-01-2017 01:00,10.5,97,1018.8,0,0,9.4,17.3
12-01-2017 02:00,10.2,98,1018.6,0,0,9.2,16.6
12-01-2017 03:00,10.1,99,1018.5,0,0,9.2,17.6
12-01-2017 04:00,9.9,99,1018.4,0,0,8.5,16.9
12-01-2017 05:00,9.9,99,1018.4,0,0,7,15.8
12-01-2017 06:00,9.8,99,1018,0,0,6.1,14.4
12-01-2017 07:00,9.5,99,1018.3,0,0,4.3,11.5
12-01-2017 08:00,9.5,99,1019,0,0,3.1,9.7
12-01-2017 09:00,9.9,98,1019.5,0,8,4.7,10.1
12-01-2017 10:00,10.9,96,1020.5,0,47,6.6,14
12-01-2017 11:00,11.7,95,1020.2,0,44,5.1,14
12-01-2017 12:00,12.7,92,1019.9,0,49,4.9,14.8
12-01-2017 13:00,13.6,87,1019.4,0,82,10.4,20.2
12-01-2017 14:00,14.2,82,1018.9,0,27,15.1,25.6
12-01-2017 15:00,14.2,80,1018.2,0,4,14.5,25.9
12-01-2017 16:00,14.1,78,1018.4,0,4,15.8,24.8
12-01-2017 17:00,13.7,79,1018.4,0,16,14.6,26.6
12-01-2017 18:00,13.2,81,1018.5,0,1,14.1,24.5
12-01-2017 19:00,12.8,83,1018.8,0,0,14.7,23
12-01-2017 20:00,12.7,83,1018.8,0,0,16.2,24.5
12-01-2017 21:00,12.6,84,1019.1,0,0,17.5,26.6
12-01-2017 22:00,12.6,84,1019.7,0,0,16.9,28.1
12-01-2017 23:00,12.4,85,1019.6,0,0,15.7,27.7
13-01-2017 00:00,12.1,87,1019.4,0,0,16,25.9
13-01-2017 01:00,11.6,89,1019.2,0,0,17.7,28.1
13-01-2017 02:00,11.5,91,1019.1,0,0,19.5,31.7
13-01-2017 03:00,11.6,91,1018.9,0,0,22.4,36
13-01-2017 04:00,11.6,87,1018.8,0,0,25.3,41.8
13-01-2017 05:00,11.1,78,1018.8,0,0,27.6,46.8
13-01-2017 06:00,10.6,75,1019.1,0,0,28.9,47.9
13-01-2017 07:00,10.5,77,1019.5,0,0,28.4,47.2
13-01-2017 08:00,10.4,75,1020,0,0,27.7,46.4
13-01-2017 09:00,10.7,73,1020.8,0,10,26.3,44.3
13-01-2017 10:00,11.3,67,1021.4,0,10,25.3,41.4
13-01-2017 11:00,11.7,63,1021.5,0,63,27.6,44.6
13-01-2017 12:00,12.3,60,1021,0,177,27.5,46.4
13-01-2017 13:00,12.8,58,1020.3,0,326,28.4,46.1
13-01-2017 14:00,12.9,56,1019.5,0,380,29.2,46.4
13-01-2017 15:00,12.8,56,1019.6,0,313,29.5,46.8
13-01-2017 16:00,12.3,58,1019.4,0,212,29.5,46.8
13-01-2017 17:00,11.6,62,1020,0,89,27.7,46.4
13-01-2017 18:00,10.7,66,1020,0,7,27.7,43.2
13-01-2017 19:00,10.2,70,1020.4,0,0,28.1,45.4
13-01-2017 20:00,9.8,70,1020.4,0,0,28.2,45
13-01-2017 21:00,9.6,70,1020.6,0,0,27.9,44.6
13-01-2017 22:00,9.4,70,1021.2,0,0,27,44.6
13-01-2017 23:00,9.2,71,1021.2,0,0,25.3,44.3
14-01-2017 00:00,9,71,1021.2,0,0,24.1,42.8
14-01-2017 01:00,8.7,71,1020.9,0,0,23.7,42.1
14-01-2017 02:00,8.4,71,1021,0,0,23.6,41.8
14-01-2017 03:00,8.2,69,1021,0,0,23.6,42.1
14-01-2017 04:00,7.9,69,1021,0,0,24.4,43.2
14-01-2017 05:00,7.5,70,1020.7,0,0,25.3,43.6
14-01-2017 06:00,7.1,73,1020.8,0,0,25.8,43.6
14-01-2017 07:00,6.8,73,1021,0,0,25.8,42.5
14-01-2017 08:00,6.4,75,1021.4,0,0,24.7,41
14-01-2017 09:00,6.6,72,1021.7,0,41,24.4,40.3
14-01-2017 10:00,7.6,66,1022.4,0,168,22.1,40
14-01-2017 11:00,8.8,60,1022.5,0,301,20.8,40.3
14-01-2017 12:00,10,54,1022.4,0,397,19.1,38.9
14-01-2017 13:00,10.8,50,1021.5,0,437,18.2,36.7
14-01-2017 14:00,11.5,47,1021,0,425,18.1,34.2
14-01-2017 15:00,11.9,46,1020.8,0,357,17.7,32.8
14-01-2017 16:00,11.9,46,1020.7,0,241,18.6,32.8
14-01-2017 17:00,11.3,52,1021.2,0,104,17.9,32.4
14-01-2017 18:00,10.2,57,1021.2,0,9,19.4,29.2
14-01-2017 19:00,9.6,62,1021.7,0,0,20.4,32.8
14-01-2017 20:00,9,67,1021.9,0,0,20.5,33.1
14-01-2017 21:00,8.4,71,1022.2,0,0,19.7,33.1
14-01-2017 22:00,7.9,73,1022.5,0,0,18.4,31.7
14-01-2017 23:00,7.5,73,1023,0,0,17.8,30.2
15-01-2017 00:00,7.1,74,1022.8,0,0,16.8,29.2
15-01-2017 01:00,6.8,74,1022.9,0,0,15.5,27.7
15-01-2017 02:00,6.4,75,1022.8,0,0,15.8,26.3
15-01-2017 03:00,6.1,75,1023.1,0,0,15.5,25.6
15-01-2017 04:00,5.8,75,1023.4,0,0,15.3,25.6
15-01-2017 05:00,5.6,76,1023,0,0,14.8,24.5
15-01-2017 06:00,5.4,76,1023.3,0,0,14.3,23.4
15-01-2017 07:00,5.3,76,1023.5,0,0,13.8,24.1
15-01-2017 08:00,5.1,77,1023.7,0,0,13,23
15-01-2017 09:00,5.6,75,1024.3,0,42,14,23
15-01-2017 10:00,7.3,68,1024.8,0,169,12.8,23.8
15-01-2017 11:00,9.2,62,1024.9,0,301,11.2,23
15-01-2017 12:00,10.9,57,1024.1,0,397,9.4,21.6
15-01-2017 13:00,12.1,50,1023.4,0,441,8.2,20.5
15-01-2017 14:00,12.7,45,1022.9,0,428,10.4,20.2
15-01-2017 15:00,13,44,1022.6,0,359,13.1,21.6
15-01-2017 16:00,12.8,46,1022.6,0,244,14.2,23
15-01-2017 17:00,12,54,1022.4,0,106,13.1,23.8
15-01-2017 18:00,10.7,62,1022.6,0,9,14.8,23.8
15-01-2017 19:00,10,67,1022.5,0,0,16.9,26.6
15-01-2017 20:00,9.3,72,1022.9,0,0,18.1,28.4
15-01-2017 21:00,8.7,76,1022.7,0,0,17.7,28.8
15-01-2017 22:00,8.3,79,1022.5,0,0,16.6,28.4
15-01-2017 23:00,7.9,81,1022.6,0,0,14.8,27.4
16-01-2017 00:00,7.6,83,1022.2,0,0,14.1,26.6
16-01-2017 01:00,7.4,85,1021.7,0,0,13.1,26.3
16-01-2017 02:00,7.1,86,1021.2,0,0,12.6,25.6
16-01-2017 03:00,6.8,87,1021.2,0,0,12.6,24.1
16-01-2017 04:00,6.6,87,1020.9,0,0,11.8,22
16-01-2017 05:00,6.3,88,1020.1,0,0,11.2,21.2
16-01-2017 06:00,6.1,88,1020.4,0,0,11.6,21.2
16-01-2017 07:00,5.7,88,1020.5,0,0,11.9,20.9
16-01-2017 08:00,5.5,88,1020.5,0,0,12.1,20.5
16-01-2017 09:00,5.9,84,1021.1,0,42,12.5,20.9
16-01-2017 10:00,7.7,77,1021.4,0,166,9.7,20.9
16-01-2017 11:00,9.6,70,1021.3,0,299,8.7,19.8
16-01-2017 12:00,11.4,64,1020.5,0,398,7.9,18.7
16-01-2017 13:00,12.7,58,1019.3,0,441,7.1,18
16-01-2017 14:00,13.5,54,1018.5,0,427,7.6,16.2
16-01-2017 15:00,13.8,52,1018,0,358,9.5,15.1
16-01-2017 16:00,13.8,52,1017.8,0,244,12.2,15.1
16-01-2017 17:00,13.1,60,1017.7,0,107,12.8,16.2
16-01-2017 18:00,11.9,66,1017.5,0,10,14.1,19.1
16-01-2017 19:00,10.9,72,1017.5,0,0,14,23
16-01-2017 20:00,10.1,77,1017.4,0,0,13.4,22.7
16-01-2017 21:00,9.5,79,1017.6,0,0,12.4,22
16-01-2017 22:00,9,81,1017.5,0,0,11.2,20.5
16-01-2017 23:00,8.5,83,1017.3,0,0,11.7,19.4
17-01-2017 00:00,8,85,1016.6,0,0,11.1,18.4
17-01-2017 01:00,7.4,87,1016.2,0,0,9.5,16.9
17-01-2017 02:00,6.9,88,1015.7,0,0,9,15.5
17-01-2017 03:00,6.5,90,1015.7,0,0,9,14.4
17-01-2017 04:00,6.2,90,1015.3,0,0,9.4,15.1
17-01-2017 05:00,6,90,1015,0,0,9.4,15.8
17-01-2017 06:00,5.8,91,1014.7,0,0,8.8,15.8
17-01-2017 07:00,5.7,91,1014.8,0,0,8.3,15.1
17-01-2017 08:00,5.4,91,1014.7,0,0,8.2,14.8
17-01-2017 09:00,6.3,89,1015.2,0,42,8,14.4
17-01-2017 10:00,9.1,78,1015.6,0,166,5.7,14.4
17-01-2017 11:00,11.2,70,1015.2,0,296,4.7,13.3
17-01-2017 12:00,12.9,64,1014.6,0,389,5.6,12.2
17-01-2017 13:00,14.3,58,1013.8,0,433,8.9,13
17-01-2017 14:00,15.1,55,1013,0,420,12.9,16.9
17-01-2017 15:00,15.4,54,1012.5,0,353,15.8,20.5
17-01-2017 16:00,15.2,57,1012.2,0,241,16.1,22.3
17-01-2017 17:00,14.1,65,1011.9,0,107,15.9,23
17-01-2017 18:00,12.7,72,1011.9,0,11,16.3,23.4
17-01-2017 19:00,12,74,1011.6,0,0,16.3,26.3
17-01-2017 20:00,11.4,75,1011.9,0,0,16.6,26.6
17-01-2017 21:00,10.9,76,1011.9,0,0,16.3,26.6
17-01-2017 22:00,10.5,78,1012,0,0,15.5,26.6
17-01-2017 23:00,10.1,80,1012.3,0,0,14,25.2
18-01-2017 00:00,9.8,79,1012,0,0,14.3,24.1
18-01-2017 01:00,9.6,74,1011.9,0,0,16.1,26.3
18-01-2017 02:00,8.9,65,1012,0,0,20.1,32.4
18-01-2017 03:00,8.1,58,1012.2,0,0,23.7,39.6
18-01-2017 04:00,7.3,55,1012,0,0,24.6,42.1
18-01-2017 05:00,6.7,54,1011.9,0,0,25.3,41.4
18-01-2017 06:00,6,52,1011.9,0,0,25.3,40
18-01-2017 07:00,5.1,42,1012.1,0,0,25.7,43.2
18-01-2017 08:00,4.6,44,1012.7,0,0,25.9,42.8
